"gut_r1"	"gut_r2"	"gut_r3"	"duct_r1"	"duct_r2"	"duct_r3"	"node_r1"	"node_r2"	"node_r3"	"log2fold"	"p"	"p.adj"	"chromosome"	"start"	"stop"	"gene_name"	"gene_type"	"mean"	"mlog10p"	"sig"
"ENSMUSG00000032306"	333.93	462.51	355.59	952.05	1014.76	721.24	2345.42	2856.27	3128.17	1.2221529706	0.0063066926	0.032463984	"9"	57544256	57552763	"Mpi"	"protein_coding"	1352.21555555556	2.20019833681661	"TRUE"
"ENSMUSG00000032311"	18.5	34.98	38.05	8.63	0	5.29	12.11	0.81	30.28	-2.6968254166	0.0073035666	0.0363055301	"9"	55220222	55326844	"Nrg4"	"protein_coding"	16.5166666666667	2.13646500612176	"TRUE"
"ENSMUSG00000032324"	1603.05	1654.94	1926.02	15719.79	21613.11	16231.38	77033.54	34581.97	38569.48	3.3690987157	3.76069185074335e-10	1.64140824439453e-08	"9"	56131725	56165477	"Tspan3"	"protein_coding"	23214.8088888889	9.42473225099783	"TRUE"
"ENSMUSG00000032330"	1033.24	1330.79	1157.41	1587.27	2240.97	3691.56	2933.4	1204.01	1164.16	1.0945236777	0.0043048094	0.0240522869	"9"	79755361	79759878	"Cox7a2"	"protein_coding"	1815.86777777778	2.36604607263326	"TRUE"
"ENSMUSG00000032333"	623.46	607.87	602.57	1995.85	2300.83	1767.24	8955.83	3986.25	3675.07	1.7253149776	0.0021106507	0.0136498779	"9"	58253164	58262520	"Stoml1"	"protein_coding"	2723.88555555556	2.67558363387116	"TRUE"
"ENSMUSG00000032336"	4058.03	3562.5	3887.33	2005.26	2552.83	2329.13	1531	2131.43	2147.5	-0.7407396751	0.0001991862	0.001961124	"9"	58582240	58657955	"Nptn"	"protein_coding"	2689.44555555556	3.70074075362044	"FALSE"
"ENSMUSG00000032342"	733.54	669.28	626.1	391.33	294.48	453.14	117.41	368.53	299.28	-0.8320591181	0.010267529	0.0473709546	"9"	78448208	78475348	"Mto1"	"protein_coding"	439.232222222222	1.9885340618347	"FALSE"
"ENSMUSG00000032344"	407.93	314.04	431.7	204.68	139.03	104.22	123	294.49	258.31	-1.3647902127	0.0030563444	0.0182968474	"9"	78430526	78443237	"Mb21d1"	"protein_coding"	253.044444444444	2.51479770945756	"TRUE"
"ENSMUSG00000032366"	1040.64	1211.08	1057.1	2398.94	3346.48	2577.6	4692.7	5056.03	5969.53	1.3304102188	1.62932451594681e-13	1.2636653299702e-11	"9"	67022590	67049406	"Tpm1"	"protein_coding"	3038.9	12.7879924077425	"TRUE"
"ENSMUSG00000032370"	1986	1871.03	1937.09	2923.59	4675.04	4191.52	7483.53	4039.95	4389.41	1.024850572	3.7292e-05	0.0004814501	"9"	66955388	66975484	"Lactb"	"protein_coding"	3721.90666666667	4.42838432445119	"TRUE"
"ENSMUSG00000032372"	1.85	3.11	0	1.57	0	61.93	36.34	41.49	49.88	3.7103531225	0.0020177747	0.0131841007	"9"	92275602	92297752	"Plscr2"	"protein_coding"	21.7966666666667	2.69512732769734	"TRUE"
"ENSMUSG00000032373"	58.28	88.62	24.91	0	0.97	0.76	0	32.54	30.28	-6.6737295344	0.0001069014	0.0011597939	"9"	66713686	66766845	"Car12"	"protein_coding"	26.2622222222222	3.97101660715518	"TRUE"
"ENSMUSG00000032375"	345.03	336.58	376.35	77.64	53.1	54.38	98.77	117.96	76.6	-2.5131302271	5.35099519575747e-13	3.81016425833065e-11	"9"	66775202	66795490	"Aph1b"	"protein_coding"	170.712222222222	12.2715654389448	"TRUE"
"ENSMUSG00000032381"	2628.89	2731.54	2515.45	3442.75	3422.76	4773.05	4259.4	3350.08	3076.51	0.5635339236	0.0065567215	0.0334784339	"9"	66126611	66138955	"Fam96a"	"protein_coding"	3355.60333333333	2.1833132628154	"FALSE"
"ENSMUSG00000032383"	656.76	807.65	745.78	1506.5	1105.52	2353.29	891.76	706.95	560.26	1.1678945033	2.89283323243433e-05	0.0003858899	"9"	66060222	66066623	"Ppib"	"protein_coding"	1037.16333333333	4.5386766020662	"TRUE"
"ENSMUSG00000032393"	1693.7	1375.1	1759.99	1108.11	653.66	650.25	773.42	1430.98	1287.97	-1.001214599	0.0030089888	0.0180599923	"9"	65032414	65082651	"Dpp8"	"protein_coding"	1192.57555555556	2.52157942877944	"TRUE"
"ENSMUSG00000032396"	980.51	823.19	862.7	556.8	392.97	277.92	403.48	755.76	783.82	-1.1188127163	3.28893545060147e-05	0.0004320974	"9"	64306756	64341288	"Dis3l"	"protein_coding"	648.572222222222	4.48294464999642	"TRUE"
"ENSMUSG00000032400"	365.38	258.85	279.49	124.69	37.66	151.8	28.89	159.45	105.99	-1.5218846905	0.0101048063	0.0467857465	"9"	64137144	64173104	"Zwilch"	"protein_coding"	168.022222222222	1.99547200710142	"TRUE"
"ENSMUSG00000032402"	8.33	17.88	6.92	332.51	277.1	200.89	313.1	200.13	195.96	4.6125793186	3.1012187065521e-17	4.52452628495081e-15	"9"	63646767	63757994	"Smad3"	"protein_coding"	172.535555555556	16.5084676050302	"TRUE"
"ENSMUSG00000032410"	524.48	679.39	790.75	479.95	246.21	259.04	398.82	894.87	790.95	-1.0174330261	0.0107775101	0.0492554642	"9"	95954760	96057803	"Xrn1"	"protein_coding"	562.717777777778	1.9674815614806	"TRUE"
"ENSMUSG00000032413"	916.69	741.57	675.91	1467.29	1167.31	1464.39	4538.02	4738.76	5218.66	0.8131881774	0.0005508657	0.0045122542	"9"	96539300	96631617	"Rasa2"	"protein_coding"	2325.4	3.25895426840447	"FALSE"
"ENSMUSG00000032420"	41.63	15.55	20.06	169.39	121.66	132.17	358.75	401.07	711.68	2.4591560519	0.0010555282	0.0077814436	"9"	88327197	88372092	"Nt5e"	"protein_coding"	219.106666666667	2.97653015938068	"TRUE"
"ENSMUSG00000032423"	1825.05	1548.44	1808.41	1243	986.76	1197.79	682.1	853.38	797.18	-0.5959677694	0.0075898035	0.0375471027	"9"	88447009	88482574	"Syncrip"	"protein_coding"	1215.79	2.11976946784238	"FALSE"
"ENSMUSG00000032434"	5020.05	4232.56	4804.68	3260.81	2733.38	1408.5	8395.8	4126.99	4246.01	-0.925257814	0.0081240009	0.0396934499	"9"	114731116	114749344	"Cmtm6"	"protein_coding"	4247.64222222222	2.09023003715485	"FALSE"
"ENSMUSG00000032435"	2346.76	1867.92	1818.79	1554.33	1368.14	1073.94	1886.96	1950.01	2280.21	-0.5941783661	0.0099208092	0.0461283356	"9"	114688790	114724302	"Dync1li1"	"protein_coding"	1794.11777777778	2.00345290276901	"FALSE"
"ENSMUSG00000032446"	0	0.78	0.69	91.75	54.07	40.78	9.32	59.39	53.44	6.9175357892	9.85372661872658e-07	1.9744271258341e-05	"9"	118478212	118486132	"Eomes"	"protein_coding"	34.4688888888889	6.00639949093725	"TRUE"
"ENSMUSG00000032454"	8.33	10.11	15.91	0	0	0	1.86	0	0	-6.2315492394	0.0001477954	0.0015211912	"9"	98486115	98509781	"Rbp2"	"protein_coding"	4.02333333333333	3.83033908275923	"TRUE"
"ENSMUSG00000032456"	76.78	170.24	128.68	276.83	336	187.3	618.74	590.62	517.5	1.0864091067	0.0007914523	0.0061474568	"9"	98287435	98420438	"Nmnat3"	"protein_coding"	322.521111111111	3.10157525448581	"TRUE"
"ENSMUSG00000032458"	3803.65	3194.83	3571.17	2987.11	1901.1	2031.57	2132.96	3143.45	2571.48	-0.6109495158	0.0104693146	0.04812102	"9"	98563721	98588382	"Copb2"	"protein_coding"	2815.25777777778	1.98008174957057	"FALSE"
"ENSMUSG00000032470"	58.28	62.96	96.85	181.16	388.14	277.92	1452.72	506.01	565.6	1.9536896983	1.59384330532513e-06	3.03875238431399e-05	"9"	99385420	99437381	"Mras"	"protein_coding"	398.848888888889	5.79755437740521	"TRUE"
"ENSMUSG00000032481"	2018.38	1906.01	2054.7	1702.55	900.83	709.92	1059.49	1395.19	919.21	-0.8514995978	0.0034739612	0.0203131312	"9"	110117708	110240178	"Smarcc1"	"protein_coding"	1407.36444444444	2.45917503641281	"FALSE"
"ENSMUSG00000032484"	0	3.89	0	60.39	199.86	136.7	0	74.84	108.67	6.6653927978	5.16441588650628e-05	0.0006330506	"9"	110419747	110423012	"Ngp"	"protein_coding"	64.9277777777778	4.28697879159111	"TRUE"
"ENSMUSG00000032485"	2005.43	2024.17	1937.78	1263.39	1000.28	861.72	1066.01	969.72	981.56	-0.9329776393	3.1413961650285e-08	9.27299058414415e-07	"9"	110333288	110384950	"Scap"	"protein_coding"	1345.56222222222	7.50287729077867	"FALSE"
"ENSMUSG00000032487"	33697.31	20661.43	23535.68	9863.98	5242.76	2929.53	1002.65	6255.16	7344.79	-2.1106116204	0.00044214	0.0037732254	"1"	150100031	150108227	"Ptgs2"	"protein_coding"	12281.4766666667	3.35444019309357	"TRUE"
"ENSMUSG00000032489"	1159.04	1057.17	920.12	212.53	152.55	27.94	36.34	78.1	63.24	-2.9974425705	7.56965537114781e-10	3.14593067745532e-08	"9"	110476958	110525179	"Kif9"	"protein_coding"	411.892222222222	9.12092389247031	"TRUE"
"ENSMUSG00000032497"	2583.56	2300.9	2292	1105.76	1213.66	904.01	2264.35	1494.44	1378.82	-1.1549836535	2.08422807611705e-08	6.40401330663181e-07	"9"	111117592	111225668	"Lrrfip2"	"protein_coding"	1726.38888888889	7.68105475812718	"TRUE"
"ENSMUSG00000032501"	3890.61	3740.51	3985.57	2468.74	2988.28	1550.49	1256.11	1440.75	1696.8	-0.729470226	0.0065035636	0.0332966496	"15"	59648350	59656550	"Trib1"	"protein_coding"	2557.54	2.18684860832274	"FALSE"
"ENSMUSG00000032504"	5248.53	5063.53	5521.41	3714.87	2436	1803.49	3229.73	4315.73	5219.55	-0.993149638	0.0008766733	0.006658185	"9"	113651744	113708259	"Pdcd6ip"	"protein_coding"	4061.42666666667	3.0571622201358	"FALSE"
"ENSMUSG00000032508"	4268.94	5279.62	5306.94	1374.75	1628.83	1380.56	1848.75	1456.2	1344.97	-1.7608943307	1.76644740993533e-14	1.60232140493395e-12	"9"	119335934	119341411	"Myd88"	"protein_coding"	2654.39555555556	13.7528992877026	"TRUE"
"ENSMUSG00000032515"	19914.61	19917.52	21132.3	5658.18	6673.66	3495.2	2918.49	5073.93	4734.12	-1.9456964479	6.9745306827185e-15	6.73655711266463e-13	"9"	119971163	119984658	"Csrnp1"	"protein_coding"	9946.44555555556	14.1564850108161	"TRUE"
"ENSMUSG00000032526"	151.7	140.7	130.75	290.95	307.03	513.56	236.69	141.55	86.4	1.394665619	4.3448292923062e-05	0.0005483737	"9"	121710329	121713388	"Deb1"	"protein_coding"	222.147777777778	4.36202728224543	"TRUE"
"ENSMUSG00000032528"	8.33	11.66	17.3	156.06	168	78.54	388.57	227.79	160.33	3.4265991205	4.78195108905073e-05	0.0005952616	"9"	121642716	121672954	"Vipr1"	"protein_coding"	135.175555555556	4.32039487026625	"TRUE"
"ENSMUSG00000032534"	808.46	904.03	969.93	1972.33	1751.45	1103.39	2638.95	1967.09	2135.03	0.847010457	3.59848519239456e-05	0.0004677582	"9"	102584598	102626534	"Cep63"	"protein_coding"	1583.40666666667	4.44388028007516	"FALSE"
"ENSMUSG00000032536"	1389.37	1497.14	1491.56	697.96	708.69	508.27	876.85	1042.12	983.34	-1.1939390386	5.50837995730231e-11	2.88747062937684e-09	"9"	121297502	121474918	"Trak1"	"protein_coding"	1021.7	10.2589761105959	"TRUE"
"ENSMUSG00000032553"	903.74	760.23	814.96	1282.21	1095.86	1336	457.53	389.68	374.99	0.5837503294	0.0109401474	0.0498349991	"9"	103188032	103202137	"Srprb"	"protein_coding"	823.911111111111	1.96097682657888	"FALSE"
"ENSMUSG00000032555"	2943.39	2064.59	2417.91	1697.85	608.28	1158.52	497.6	1216.21	1067.07	-1.0994828381	0.0051302827	0.0276428431	"9"	103305215	103350428	"Topbp1"	"protein_coding"	1519.04666666667	2.2898587027893	"TRUE"
"ENSMUSG00000032561"	34.23	41.98	25.6	10.98	0.97	0	1.86	52.07	73.04	-3.0762997948	0.0027632856	0.016891423	"9"	104288251	104337748	"Acpp"	"protein_coding"	26.7477777777778	2.55857422616058	"TRUE"
"ENSMUSG00000032565"	986.99	1186.21	1168.48	537.19	616.97	703.12	1944.73	1143	1001.16	-0.8474709166	0.0041158427	0.023245486	"9"	105128903	105131824	"Nudt16"	"protein_coding"	1031.98333333333	2.38554123153531	"FALSE"
"ENSMUSG00000032575"	1993.4	2420.61	2217.97	6731	5728.42	12387.27	1834.78	1387.05	1153.47	1.9055551006	3.00598944074085e-10	1.34291129983247e-08	"9"	106838312	106891979	"Manf"	"protein_coding"	3983.77444444444	9.52201254931	"TRUE"
"ENSMUSG00000032598"	1133.14	1628.51	1449.36	850.88	789.79	540.74	2844.88	2075.29	2149.28	-0.9493939257	0.0004159307	0.0036036385	"9"	108808368	108818844	"Nckipsd"	"protein_coding"	1495.76333333333	3.38097902301441	"FALSE"
"ENSMUSG00000032599"	89.73	53.64	101.01	309.77	196.97	436.52	653.21	385.61	366.08	1.9496301077	2.44524573478301e-08	7.38280199200839e-07	"9"	108783796	108806337	"Ip6k2"	"protein_coding"	288.06	7.61167748995647	"TRUE"
"ENSMUSG00000032601"	4216.21	3043.25	3852.05	1526.1	1297.66	925.16	1216.04	2054.14	2705.08	-1.5675526295	1.92152857968217e-06	3.54454913863034e-05	"9"	108689314	108750436	"Prkar2a"	"protein_coding"	2315.07666666667	5.71635315171175	"TRUE"
"ENSMUSG00000032602"	7025.48	5921.7	5715.12	2670.29	3344.55	3117.59	4759.79	5034.07	6563.63	-1.0310690098	0.0001656994	0.0016826483	"9"	108662088	108684641	"Slc25a20"	"protein_coding"	4905.80222222222	3.78067906416462	"TRUE"
"ENSMUSG00000032609"	101.75	170.24	164.65	366.23	433.52	303.6	757.58	1059.2	749.09	1.3355079118	0.0012306821	0.008850645	"9"	108447636	108461581	"Klhdc8b"	"protein_coding"	456.206666666667	2.90985411607423	"TRUE"
"ENSMUSG00000032633"	1186.79	949.12	1059.17	2177.79	2237.1	1811.79	1086.51	2066.34	1881.18	0.9626985679	6.14354381663463e-05	0.0007299132	"11"	59791408	59810016	"Flcn"	"protein_coding"	1606.19888888889	4.21158103992864	"FALSE"
"ENSMUSG00000032656"	36.08	32.65	20.06	85.48	126.48	86.85	100.64	61.01	77.49	1.7583325598	1.16304841462124e-07	2.98994657493727e-06	"18"	56761716	56925548	"March3"	"protein_coding"	69.6377777777778	6.93440220636767	"TRUE"
"ENSMUSG00000032666"	1806.55	2137.66	1768.29	626.6	867.03	582.28	461.26	237.55	388.35	-1.4610651179	3.95541209784806e-08	1.13043510407403e-06	"1"	151852403	152090125	"1700025G04Rik"	"protein_coding"	986.174444444444	7.40280826248288	"TRUE"
"ENSMUSG00000032673"	176.68	160.13	195.78	326.24	386.21	473.53	326.14	261.95	341.14	1.1546911728	6.0822808176479e-06	9.7837e-05	"11"	29511757	29515033	"Prorsd1"	"protein_coding"	294.2	5.21593353244255	"TRUE"
"ENSMUSG00000032691"	8379.7	5781	7047.56	908.92	1148.97	603.43	37.27	247.31	320.66	-2.9945293697	1.87792639838687e-06	3.47025495567274e-05	"11"	59541568	59566956	"Nlrp3"	"protein_coding"	2719.42444444444	5.72632143305012	"TRUE"
"ENSMUSG00000032733"	51.8	56.75	23.52	143.51	128.41	111.77	79.21	116.33	146.97	1.5426981686	0.0015706032	0.0108072213	"9"	56917193	56928371	"Snx33"	"protein_coding"	95.3633333333333	2.80393352203655	"TRUE"
"ENSMUSG00000032776"	4.63	1.55	1.38	43.13	55.03	70.99	50.32	101.69	85.51	4.5386918874	2.17921003075915e-09	8.17713289059858e-08	"7"	72077830	72306608	"Mctp2"	"protein_coding"	46.0255555555556	8.66170091073403	"TRUE"
"ENSMUSG00000032783"	451.41	430.64	426.85	242.33	117.79	213.73	42.86	74.84	63.24	-1.1881876974	0.0056069411	0.0297350309	"15"	99074973	99083407	"Troap"	"protein_coding"	229.298888888889	2.25127400607011	"TRUE"
"ENSMUSG00000032803"	5543.6	3212.7	3165.76	2048.4	1875.04	2674.27	1956.85	1486.3	1688.78	-0.853100255	6.25685333810336e-05	0.000741686	"9"	103353094	103365840	"Cdv3"	"protein_coding"	2627.96666666667	4.2036440248529	"FALSE"
"ENSMUSG00000032815"	585.53	544.13	565.22	497.98	263.59	312.66	184.5	231.04	268.99	-0.6564034226	0.0069880576	0.0351644588	"8"	123268300	123318576	"Fanca"	"protein_coding"	383.737777777778	2.15564352394396	"FALSE"
"ENSMUSG00000032826"	37.93	42.75	29.75	13.33	2.9	7.55	1.86	34.98	12.47	-2.2015089632	0.0063155256	0.0325014331	"3"	126921612	127499350	"Ank2"	"protein_coding"	20.3911111111111	2.19959050010771	"TRUE"
"ENSMUSG00000032841"	2699.19	1873.37	2106.59	1503.36	1584.41	1134.35	1779.8	2522.73	2583.06	-0.6617381422	0.0058949143	0.0309709384	"2"	101714285	101883027	"Prr5l"	"protein_coding"	1976.31777777778	2.22952250427672	"FALSE"
"ENSMUSG00000032849"	683.58	565.9	733.33	328.59	164.14	180.5	152.82	499.5	572.73	-1.5580351001	0.0091587938	0.0434766586	"14"	118482692	118706219	"Abcc4"	"protein_coding"	431.232222222222	2.03816171852619	"TRUE"
"ENSMUSG00000032867"	1073.94	978.66	948.48	846.96	697.1	416.89	652.28	712.64	502.36	-0.6141787246	0.0062067583	0.0321000493	"5"	118064965	118155464	"Fbxw8"	"protein_coding"	758.812222222222	2.20713516633042	"FALSE"
"ENSMUSG00000032902"	120.25	163.24	114.84	576.41	198.9	361.75	282.34	319.71	351.83	1.513706001	0.0065513167	0.0334754152	"3"	104638668	104658462	"Slc16a1"	"protein_coding"	276.585555555556	2.18367140564547	"TRUE"
"ENSMUSG00000032915"	194.25	125.15	120.38	2426.39	2640.69	2401.63	14.91	491.37	809.65	4.0863192399	1.74056160525727e-05	0.000244699	"17"	55749984	55853662	"Adgre4"	"protein_coding"	1024.93555555556	4.75931060073373	"TRUE"
"ENSMUSG00000032946"	428.28	443.86	309.24	1803.72	922.07	2523.22	1438.75	664.65	537.1	2.1520199292	1.69614707200121e-06	3.18512298498301e-05	"19"	6399340	6415216	"Rasgrp2"	"protein_coding"	1007.87666666667	5.77053649300542	"TRUE"
"ENSMUSG00000032965"	875.99	677.83	705.66	1395.92	1763.04	1298.99	3154.25	3139.38	3656.36	0.9805630094	2.00980594702553e-05	0.0002786085	"16"	49699233	49765126	"Ift57"	"protein_coding"	1851.93555555556	4.69684587302948	"FALSE"
"ENSMUSG00000032998"	1037.86	701.93	1183.7	468.18	465.38	315.69	409.07	916.84	1057.27	-1.226923383	0.0035998192	0.020844582	"4"	119537004	119629119	"Foxj3"	"protein_coding"	728.435555555556	2.44371931101442	"TRUE"
"ENSMUSG00000033006"	9.25	26.43	10.38	0	0	0	0	0	0.89	-6.6521069202	0.0062472385	0.0322614201	"15"	79154913	79164490	"Sox10"	"protein_coding"	5.21666666666667	2.20431191373435	"TRUE"
"ENSMUSG00000033024"	0	0	0	17.25	9.66	20.39	0	20.34	20.49	6.7578597288	0.0099576064	0.046278802	"6"	130178675	130193112	"Klra9"	"protein_coding"	9.79222222222222	2.00184504432752	"TRUE"
"ENSMUSG00000033059"	2208.01	2506.11	2583.94	1415.53	960.69	542.25	1070.67	1417.97	1650.48	-1.3224542686	3.44383555710006e-06	5.92446132320308e-05	"2"	150786735	150831758	"Pygb"	"protein_coding"	1595.07222222222	5.46295759425354	"TRUE"
"ENSMUSG00000033075"	1077.64	1448.94	1615.4	650.12	558.07	447.1	680.24	863.96	1011.85	-1.3236921382	6.27812702819887e-07	1.32571421244244e-05	"15"	98038744	98093744	"Senp1"	"protein_coding"	928.146666666667	6.20216990126935	"TRUE"
"ENSMUSG00000033107"	399.61	164.02	294.71	888.53	863.17	1578.43	1348.36	717.53	770.46	1.956620125	7.71208825148984e-05	0.0008794589	"18"	20944625	20983848	"Rnf125"	"protein_coding"	780.535555555556	4.1128280093288	"TRUE"
"ENSMUSG00000033114"	282.13	294.61	372.2	170.96	90.76	195.6	253.46	270.9	194.17	-1.0496764851	0.0002292755	0.0022165777	"13"	64096310	64129330	"Slc35d2"	"protein_coding"	236.087777777778	3.63964235077937	"TRUE"
"ENSMUSG00000033128"	2824.99	3279.55	3022.56	2086.82	2189.79	1160.79	2832.77	2613.03	2556.33	-0.7475668124	0.0023978832	0.015145939	"15"	78877190	78894585	"Gga1"	"protein_coding"	2507.40333333333	2.62017197504488	"FALSE"
"ENSMUSG00000033166"	860.26	750.9	675.22	477.59	228.83	242.43	285.14	337.61	395.47	-1.2677630811	0.0001323018	0.0013870416	"14"	99076634	99099770	"Dis3"	"protein_coding"	472.605555555556	3.87843424708423	"TRUE"
"ENSMUSG00000033184"	4734.22	3724.19	4404.12	2536.97	1674.21	1740.8	1806.82	2660.21	3582.43	-1.1116237025	0.0003111318	0.0028607949	"18"	46560235	46597535	"Tmed7"	"protein_coding"	2984.88555555556	3.5070555984743	"TRUE"
"ENSMUSG00000033186"	1589.17	1177.65	1472.19	826.57	601.52	604.94	755.71	827.35	815.89	-1.0596144565	1.73453631484651e-06	3.23971630587671e-05	"14"	99034544	99046136	"Mzt1"	"protein_coding"	963.443333333333	5.76081660318868	"TRUE"
"ENSMUSG00000033191"	26.83	71.51	87.17	3.14	0	5.29	0	0.81	0.89	-4.4316024298	0.0001336563	0.0013991329	"4"	118471191	118490061	"Tie1"	"protein_coding"	21.7377777777778	3.87401056559617	"TRUE"
"ENSMUSG00000033192"	2972.99	3135.75	2743.06	1182.61	1399.03	1115.47	109.02	209.07	222.68	-1.2596441068	0.002669974	0.0164317603	"8"	92855339	92919279	"Lpcat2"	"protein_coding"	1454.40888888889	2.57349296774086	"TRUE"
"ENSMUSG00000033213"	18.5	6.22	4.84	122.34	163.17	223.55	26.09	27.66	27.61	4.1333438505	2.52396414345565e-11	1.40795358088009e-09	"2"	122636986	122641191	"AA467197"	"protein_coding"	68.8866666666667	10.5979168191624	"TRUE"
"ENSMUSG00000033222"	764.06	537.91	740.94	308.98	120.69	253.76	39.14	238.36	170.13	-1.5790582268	0.0107369153	0.0491560818	"3"	100938860	100969663	"Ttf2"	"protein_coding"	352.663333333333	1.96912047288341	"TRUE"
"ENSMUSG00000033227"	0	0.78	0	32.94	85.93	53.62	0	26.85	0.89	7.661567186	3.51417967173962e-05	0.0004585136	"1"	74771892	74785322	"Wnt6"	"protein_coding"	22.3344444444444	4.45417603781788	"TRUE"
"ENSMUSG00000033257"	653.98	492.83	569.37	229.78	281.93	209.2	194.75	194.43	220.9	-1.2517664183	0.0015988813	0.0109476405	"1"	74661745	74703730	"Ttll4"	"protein_coding"	338.574444444444	2.79618377682193	"TRUE"
"ENSMUSG00000033278"	36.08	32.65	37.36	7.84	4.83	6.8	2.8	3.25	11.58	-2.4400821566	0.0039750966	0.0225850871	"17"	66666848	67354459	"Ptprm"	"protein_coding"	15.91	2.40065231296042	"TRUE"
"ENSMUSG00000033285"	2040.58	1955.76	2067.85	1082.23	707.72	538.48	365.28	777.73	464.06	-1.3809113455	0.0001728074	0.0017433658	"3"	100138180	100162407	"Wdr3"	"protein_coding"	1111.07666666667	3.76243766399628	"TRUE"
"ENSMUSG00000033287"	469.91	616.42	427.54	160.77	346.62	185.03	150.02	287.99	183.49	-1.130759793	0.0012081878	0.0087129007	"15"	78428564	78438909	"Kctd17"	"protein_coding"	314.198888888889	2.9178655539893	"TRUE"
"ENSMUSG00000033295"	10.18	34.2	26.98	69.01	80.14	55.13	27.95	56.13	25.83	1.5072887575	0.0047946724	0.0262151088	"4"	118208213	118291405	"Ptprf"	"protein_coding"	42.8388888888889	2.31924106101317	"TRUE"
"ENSMUSG00000033306"	2803.72	2799.94	3104.19	1795.09	1611.45	1940.94	2670.63	5312.29	6127.19	-0.7033738986	0.003762194	0.0216049143	"16"	24393350	24992576	"Lpp"	"protein_coding"	3129.49333333333	2.42455881352855	"FALSE"
"ENSMUSG00000033318"	452.33	432.2	397.1	891.66	672.97	1711.35	555.37	541.81	425.76	1.3547771629	7.09160023043583e-06	0.000112255	"10"	75831845	75834881	"Gstt2"	"protein_coding"	675.616666666667	5.14925575454451	"TRUE"
"ENSMUSG00000033319"	9392.58	5636.42	7513.15	3888.19	2769.1	2054.22	464.98	1382.17	1495.5	-1.3716115397	0.0011791332	0.008538964	"18"	46501746	46525971	"Fem1c"	"protein_coding"	3844.03444444444	2.92843713234555	"TRUE"
"ENSMUSG00000033323"	1394.92	1487.81	1221.06	1174.77	908.55	461.44	860.08	1134.05	910.3	-0.6896252492	0.0102592942	0.0473539057	"18"	80407959	80469695	"Ctdp1"	"protein_coding"	1061.44222222222	1.98888251598726	"FALSE"
"ENSMUSG00000033326"	1366.24	1200.2	1084.08	591.31	532	306.62	1314.81	1479.79	1336.06	-1.352505934	2.267e-06	4.09132635386438e-05	"4"	118136957	118180043	"Kdm4a"	"protein_coding"	1023.45666666667	5.64454847987348	"TRUE"
"ENSMUSG00000033327"	37.93	33.43	45.66	4.71	0	5.29	6.52	0	0.89	-3.5280058412	0.0050995979	0.027527273	"17"	34670535	34719815	"Tnxb"	"protein_coding"	14.9366666666667	2.29246406639142	"TRUE"
"ENSMUSG00000033350"	15.73	33.43	29.06	422.7	610.21	246.2	1862.73	344.12	381.22	4.0272634491	2.44013043374936e-10	1.11153801832561e-08	"9"	95399292	95406722	"Chst2"	"protein_coding"	438.377777777778	9.61258695843849	"TRUE"
"ENSMUSG00000033352"	2358.78	2114.34	2776.96	1432	1058.21	782.42	1330.65	1498.51	1871.38	-1.1476503429	4.75043351472296e-06	7.79766281806964e-05	"11"	65688243	65788297	"Map2k4"	"protein_coding"	1691.47222222222	5.32326675575176	"TRUE"
"ENSMUSG00000033361"	7.4	38.09	0.69	0.78	0	0.76	1.86	0	8.02	-4.8490377501	0.0045344685	0.0250935321	"X"	71962624	71972722	"Prrg3"	"protein_coding"	6.4	2.34347361070855	"TRUE"
"ENSMUSG00000033365"	827.89	869.83	976.85	712.08	654.62	416.89	763.17	689.05	731.27	-0.5854263988	0.0082443413	0.0401318996	"4"	117894486	117914999	"Ipo13"	"protein_coding"	737.961111111111	2.08384403755773	"FALSE"
"ENSMUSG00000033379"	2775.96	3142.74	2969.98	7159.98	10482.62	8739.51	10581.87	6727.82	6380.15	1.569443368	6.89534725390135e-10	2.88870742486233e-08	"4"	117884326	117887333	"Atp6v0b"	"protein_coding"	6551.18111111111	9.16144385760189	"TRUE"
"ENSMUSG00000033382"	1924.03	1389.87	2168.85	1077.53	602.48	704.63	626.19	1308.96	1012.74	-1.2009576155	0.0047466403	0.0260465954	"18"	20817224	20896078	"Trappc8"	"protein_coding"	1201.69777777778	2.32361367783378	"TRUE"
"ENSMUSG00000033386"	1986.93	2011.73	2045.71	573.27	504	568.69	281.41	474.28	449.81	-1.8765249662	1.60179526581645e-07	3.94548460811435e-06	"3"	116859464	116908177	"Frrs1"	"protein_coding"	988.425555555556	6.79539299424946	"TRUE"
"ENSMUSG00000033392"	1971.2	1481.59	1458.35	517.59	343.72	424.44	649.49	1074.66	1153.47	-1.9328516129	2.13153511185282e-08	6.53e-07	"9"	113741473	113919682	"Clasp2"	"protein_coding"	1008.27888888889	7.67130750901341	"TRUE"
"ENSMUSG00000033400"	674.33	446.19	598.42	210.96	187.31	126.12	208.73	296.12	145.19	-1.7132134272	2.14183038372944e-06	3.90262072451942e-05	"3"	116739999	116808166	"Agl"	"protein_coding"	321.485555555556	5.66921492488	"TRUE"
"ENSMUSG00000033409"	0.93	0	0	7.84	4.83	4.53	0.93	17.9	9.8	4.3384991243	0.0048905981	0.0265917506	"8"	113643213	113655533	"Syce1l"	"protein_coding"	5.19555555555556	2.31063802520241	"TRUE"
