"gut_r1"	"gut_r2"	"gut_r3"	"duct_r1"	"duct_r2"	"duct_r3"	"node_r1"	"node_r2"	"node_r3"	"log2fold"	"p"	"p.adj"	"chromosome"	"start"	"stop"	"gene_name"	"gene_type"	"mean"	"mlog10p"	"sig"
"ENSMUSG00000038453"	0	0.78	0.69	0.78	0	0.76	0	4.07	16.92	0.0680923698	0.977484226	0.9932460285	"11"	97509340	97576186	"Srcin1"	"protein_coding"	2.66666666666667	0.00989024223535103	"FALSE"
"ENSMUSG00000038456"	72.15	31.87	57.42	10.98	7.72	7.55	4.66	11.39	23.16	-2.6184148272	0.0070986023	0.0355834071	"6"	39462378	39557867	"Dennd2a"	"protein_coding"	25.2111111111111	2.14882715454195	"TRUE"
"ENSMUSG00000038457"	4.63	10.88	2.77	0	0	0	0.93	0	0	-5.3179873951	0.025722352	0.0950824647	"8"	13435189	13468473	"Tmem255b"	"protein_coding"	2.13444444444444	1.58968932292045	"FALSE"
"ENSMUSG00000038459"	715.96	771.89	846.09	737.17	625.66	644.21	710.99	639.43	950.39	-0.2177999401	0.3777243398	0.5909061403	"7"	84109356	84151893	"Abhd17c"	"protein_coding"	737.976666666667	0.42282502920412	"FALSE"
"ENSMUSG00000038462"	2627.04	2373.19	2205.52	2935.35	2875.31	4439.99	3918.35	2394.19	2374.63	0.5088286064	0.0104491368	0.048038859	"13"	30540308	30545362	"Uqcrfs1"	"protein_coding"	2904.84111111111	1.98091958500564	"FALSE"
"ENSMUSG00000038463"	2.78	6.22	26.29	6.27	56	12.84	2.8	4.07	16.03	1.0720298763	0.2894646393	0.5016669663	"1"	170644532	170682789	"Olfml2b"	"protein_coding"	14.8111111111111	0.538404481659664	"FALSE"
"ENSMUSG00000038467"	1073.94	1134.9	887.6	675.22	819.72	771.84	1829.18	675.22	554.91	-0.4499735221	0.2543347026	0.4638678993	"2"	154651705	154694785	"Chmp4b"	"protein_coding"	935.836666666667	0.59459437863887	"FALSE"
"ENSMUSG00000038473"	6.48	10.88	23.52	117.63	169.93	205.42	105.3	29.29	22.27	3.5771257579	2.52800013401238e-08	7.62162814969659e-07	"1"	170302668	170589861	"Nos1ap"	"protein_coding"	76.7466666666667	7.59722290736717	"TRUE"
"ENSMUSG00000038481"	1124.82	841.85	987.23	701.88	708.69	416.89	943.94	1096.63	1047.47	-0.6930348769	0.036407386	0.1228675661	"10"	40339564	40483818	"Cdk19"	"protein_coding"	874.377777777778	1.43881050169031	"FALSE"
"ENSMUSG00000038482"	2530.84	2421.38	2298.91	2642.05	1400.97	2246.81	2027.66	2209.52	1799.23	-0.2048372795	0.4234627923	0.6294766111	"8"	13338751	13378448	"Tfdp1"	"protein_coding"	2175.26333333333	0.37318474308696	"FALSE"
"ENSMUSG00000038485"	172.05	205.99	252.51	120.77	106.21	262.82	134.18	151.31	81.05	-0.3630030403	0.3131053119	0.5271397774	"11"	97362551	97398542	"Socs7"	"protein_coding"	165.21	0.504309564419848	"FALSE"
"ENSMUSG00000038486"	18.5	0.78	11.07	16.47	57.93	11.33	71.75	24.41	0	1.4995674684	0.2745718775	0.4863638207	"3"	96181151	96195521	"Sv2a"	"protein_coding"	23.5822222222222	0.561343946604054	"FALSE"
"ENSMUSG00000038489"	108.23	165.57	221.38	169.39	192.14	333.81	142.57	117.96	105.99	0.4881175498	0.1533712788	0.3348456455	"7"	141471860	141475132	"Polr2l"	"protein_coding"	173.004444444444	0.814255961290082	"FALSE"
"ENSMUSG00000038491"	4.63	3.11	2.77	0	2.9	3.02	6.52	3.25	3.56	-0.8326432238	0.4158243352	0.6234974202	"10"	40348508	40350103	"Cdk19os"	"antisense"	3.30666666666667	0.381090098136303	"FALSE"
"ENSMUSG00000038495"	31.45	80.06	62.96	177.23	150.62	208.44	617.8	250.56	226.24	1.6175329638	0.002235618	0.0142941153	"3"	96104527	96161129	"Otud7b"	"protein_coding"	200.595555555556	2.65060240233525	"TRUE"
"ENSMUSG00000038497"	563.33	560.45	468.36	639.14	510.76	504.49	1037.13	1268.28	1155.25	0.0563233054	0.7707558329	0.8767872923	"8"	13288190	13322924	"Tmco3"	"protein_coding"	745.243333333333	0.113083179949883	"FALSE"
"ENSMUSG00000038500"	603.11	600.88	589.43	363.1	489.52	381.39	348.5	345.75	218.22	-0.5407648441	0.006555001	0.0334784339	"17"	35972541	35980236	"Prr3"	"protein_coding"	437.766666666667	2.18342723771998	"FALSE"
"ENSMUSG00000038502"	890.79	1145.78	906.97	925.39	1204.97	905.52	2608.19	1302.45	1171.28	0.0444910376	0.9478665969	0.9798018535	"7"	44863067	44869788	"Ptov1"	"protein_coding"	1229.03777777778	0.0232527811292237	"FALSE"
"ENSMUSG00000038503"	523.56	502.93	504.34	593.66	470.21	483.35	450.07	292.87	300.17	0.0153977273	0.9849529601	0.994580911	"7"	83884466	83901532	"Mesdc2"	"protein_coding"	457.906666666667	0.00658451027073852	"FALSE"
"ENSMUSG00000038506"	602.18	553.46	460.06	407.8	195.03	172.95	294.46	508.45	418.63	-1.0570416703	0.0004171249	0.0036116104	"8"	13255963	13288131	"Dcun1d2"	"protein_coding"	401.446666666667	3.37973388445331	"TRUE"
"ENSMUSG00000038507"	1083.19	882.27	1010.06	617.97	867.03	268.86	776.22	1237.37	1489.27	-0.7634569182	0.0327029865	0.1135056408	"6"	39086410	39118349	"Parp12"	"protein_coding"	914.693333333333	1.48541258491631	"FALSE"
"ENSMUSG00000038508"	25.9	15.55	2.77	425.83	532.97	219.02	13.98	6.51	10.69	4.7455142457	6.705444430625e-08	1.82393333971486e-06	"8"	70629393	70632456	"Gdf15"	"protein_coding"	139.246666666667	7.17357243222379	"TRUE"
"ENSMUSG00000038510"	842.69	912.59	877.23	686.98	642.07	941.77	479.89	231.85	192.39	-0.2128670671	0.4333479263	0.6383039951	"10"	40223246	40247036	"Rpf2"	"protein_coding"	645.273333333333	0.363163277324702	"FALSE"
"ENSMUSG00000038515"	10.18	27.98	17.3	121.55	161.24	191.07	66.16	159.45	128.26	3.0903061001	1.37371524246692e-06	2.64878198739255e-05	"8"	13172022	13200620	"Grtp1"	"protein_coding"	98.1322222222222	5.86210328288204	"TRUE"
"ENSMUSG00000038517"	453.26	412.76	459.37	143.51	217.24	157.84	41	24.41	32.96	-1.3544602572	0.0072509903	0.036156169	"11"	97136171	97151495	"Tbkbp1"	"protein_coding"	215.816666666667	2.13960267584901	"TRUE"
"ENSMUSG00000038518"	3841.58	2583.07	3403.75	1564.53	1163.45	1031.64	341.98	794	1092.01	-1.3863133161	0.0004600109	0.0039028907	"13"	44729474	44921643	"Jarid2"	"protein_coding"	1757.33444444444	3.33723187754936	"TRUE"
"ENSMUSG00000038520"	900.04	1012.08	943.64	1853.91	1752.41	1243.86	2381.76	3206.09	2934.89	0.764081104	0.0649700813	0.1859406759	"7"	44834623	44849079	"Tbc1d17"	"protein_coding"	1803.18666666667	1.18728658978197	"FALSE"
"ENSMUSG00000038521"	40.7	111.94	98.93	0.78	3.86	1.51	3.73	6.51	4.45	-5.4032803084	2.74790920372493e-09	1.02191853328544e-07	"6"	124530345	124542359	"C1s1"	"protein_coding"	30.2677777777778	8.56099762131143	"TRUE"
"ENSMUSG00000038523"	0	0	0.69	5.49	2.9	6.8	2.8	2.44	5.34	4.1627031449	0.0162486392	0.0670216212	"2"	154547085	154550003	"1700003F12Rik"	"protein_coding"	2.94	1.78918300469603	"FALSE"
"ENSMUSG00000038524"	274.73	273.62	165.34	327.02	237.52	287.74	467.78	428.73	423.98	0.2578550944	0.4441239556	0.6479098025	"18"	37957431	37969774	"Fchsd1"	"protein_coding"	320.717777777778	0.352495800786466	"FALSE"
"ENSMUSG00000038525"	385.73	324.92	453.83	321.53	222.07	315.69	513.44	321.34	334.91	-0.4374533452	0.1016394901	0.2541352688	"5"	21645813	21662694	"Armc10"	"protein_coding"	354.828888888889	0.992937522363421	"FALSE"
"ENSMUSG00000038527"	0.93	0	4.84	18.04	0	19.64	0.93	14.64	22.27	2.6836444767	0.0688293037	0.193346676	"6"	124493113	124510643	"C1rl"	"protein_coding"	9.03222222222222	1.16222662389066	"FALSE"
"ENSMUSG00000038530"	4.63	17.88	2.08	18.04	51.17	6.8	2.8	8.14	14.25	1.6256554221	0.2271462556	0.4320707814	"1"	169741477	169747642	"Rgs4"	"protein_coding"	13.9766666666667	0.64369441793217	"FALSE"
"ENSMUSG00000038533"	458.81	407.32	412.32	408.58	242.34	237.14	383.91	519.84	540.66	-0.5243043556	0.0333950659	0.1153512021	"2"	154436481	154539356	"Cbfa2t2"	"protein_coding"	401.213333333333	1.47631769518538	"FALSE"
"ENSMUSG00000038534"	320.05	365.35	372.2	298.79	289.66	148.02	522.76	401.88	315.31	-0.5236268231	0.0984030156	0.2479746484	"11"	97050628	97068904	"Osbpl7"	"protein_coding"	337.113333333333	1.00699159223561	"FALSE"
"ENSMUSG00000038535"	534.66	472.62	607.42	327.02	432.55	189.56	308.44	453.13	397.26	-0.7675065852	0.0794411567	0.2141872386	"9"	72274860	72363777	"Zfp280d"	"protein_coding"	413.628888888889	1.09995444093803	"FALSE"
"ENSMUSG00000038538"	1184.94	1126.35	1214.83	959.11	936.55	1213.65	1311.09	1321.97	1379.71	-0.1812999196	0.4969768618	0.6898777403	"6"	38433950	38524825	"Ubn2"	"protein_coding"	1183.13333333333	0.303663830635889	"FALSE"
"ENSMUSG00000038539"	16.65	10.11	17.99	27.45	36.69	53.62	239.48	49.62	36.52	1.3968711708	0.0388536591	0.1290770526	"7"	44812256	44816658	"Atf5"	"protein_coding"	54.2366666666667	1.41056807462093	"FALSE"
"ENSMUSG00000038540"	3.7	9.33	4.15	3.92	13.52	16.62	0	0	12.47	0.9855747394	0.5570838773	0.736110009	"7"	83584927	83625614	"Tmc3"	"protein_coding"	7.07888888888889	0.254079410380919	"FALSE"
"ENSMUSG00000038542"	629.93	530.92	707.73	610.91	573.52	535.46	378.32	562.14	744.63	-0.1199251755	0.5695072533	0.7459118479	"8"	13077189	13105459	"Pcid2"	"protein_coding"	585.951111111111	0.24450074033272	"FALSE"
"ENSMUSG00000038543"	102.68	193.56	186.1	197.62	294.48	337.59	167.73	70.78	81.05	0.7809537115	0.0648516536	0.1857750995	"3"	95883954	95892005	"BC028528"	"protein_coding"	181.287777777778	1.18807894571407	"FALSE"
"ENSMUSG00000038544"	1253.39	1420.18	1165.71	1153.6	951.03	1193.26	1221.63	1381.36	1036.79	-0.2187550022	0.2393301004	0.4460863125	"4"	59769637	59801589	"Inip"	"protein_coding"	1197.43888888889	0.621002677000719	"FALSE"
"ENSMUSG00000038545"	278.43	172.57	150.12	141.94	277.1	74.01	478.96	416.52	372.32	-0.2879304471	0.4548048985	0.6565592719	"17"	46650337	46664364	"Cul7"	"protein_coding"	262.441111111111	0.34217486636763	"FALSE"
"ENSMUSG00000038546"	1889.8	1454.38	1620.93	1633.54	1112.28	1253.68	2463.76	2111.9	2190.25	-0.3115337582	0.1590647984	0.3436672452	"13"	43402673	43480973	"Ranbp9"	"protein_coding"	1747.83555555556	0.798425920618271	"FALSE"
"ENSMUSG00000038550"	60.13	62.19	67.8	439.17	185.38	241.67	59.64	99.25	122.92	2.1879156741	2.726e-06	4.83606384477819e-05	"3"	95878503	95882251	"Ciart"	"protein_coding"	148.683333333333	5.56447414850135	"TRUE"
"ENSMUSG00000038552"	1992.48	908.7	890.37	517.59	396.83	232.61	226.43	800.5	749.98	-1.7248174723	0.0052284036	0.0280411785	"5"	31292242	31296080	"Fndc4"	"protein_coding"	746.165555555556	2.28163089498449	"TRUE"
"ENSMUSG00000038555"	6.48	0	11.07	10.19	16.41	3.78	2.8	15.46	0	0.7859648632	0.6154418612	0.7800706895	"18"	34840589	34847463	"Reep2"	"protein_coding"	7.35444444444444	0.210812967188554	"FALSE"
"ENSMUSG00000038563"	523.56	530.14	558.3	501.12	226.9	243.94	195.68	413.27	357.17	-0.7292950109	0.0581972572	0.1720873196	"7"	82648614	82777852	"Efl1"	"protein_coding"	394.453333333333	1.23509748289263	"FALSE"
"ENSMUSG00000038564"	653.06	636.63	722.26	428.97	406.48	169.17	519.03	332.73	381.22	-1.0028074294	0.0059555052	0.0311576171	"5"	31253277	31291116	"Ift172"	"protein_coding"	472.172222222222	2.22508139181915	"TRUE"
"ENSMUSG00000038569"	148	162.46	111.38	38.43	72.41	70.99	1.86	46.37	72.15	-1.2145509135	0.077266929	0.2100078087	"5"	122323223	122354233	"Rad9b"	"protein_coding"	80.45	1.11200634859175	"FALSE"
"ENSMUSG00000038570"	4.63	1.55	4.84	7.06	1.93	1.51	0	18.71	4.45	-0.062944294	0.9635057652	0.9864106659	"7"	82632960	82648528	"Saxo2"	"protein_coding"	4.96444444444444	0.0161456823712099	"FALSE"
"ENSMUSG00000038576"	61.05	45.09	22.83	6.27	0	42.29	0	21.15	15.14	-1.4043721557	0.3618042845	0.575205493	"1"	182763860	182896591	"Susd4"	"protein_coding"	23.7577777777778	0.441526294514098	"FALSE"
"ENSMUSG00000038578"	245.13	233.2	238.68	167.04	123.59	197.11	77.34	148.87	100.65	-0.5546526494	0.184674758	0.379420825	"4"	59314683	59438633	"Susd1"	"protein_coding"	170.178888888889	0.733592461411259	"FALSE"
"ENSMUSG00000038580"	0	0.78	6.23	10.19	9.66	3.78	0	1.63	0	1.7177562655	0.2461775462	0.4544474744	"7"	141278330	141279133	"Sct"	"protein_coding"	3.58555555555556	0.608751561502766	"FALSE"
"ENSMUSG00000038582"	2091.46	1813.51	1931.56	978.71	1070.76	822.44	1682.89	1417.97	1356.55	-1.0233966083	1.53981171477168e-06	2.94996251655477e-05	"5"	122284365	122324281	"Pptc7"	"protein_coding"	1462.87222222222	5.81253238061477	"TRUE"
"ENSMUSG00000038583"	24.98	9.33	25.6	16.47	6.76	9.82	8.39	21.15	21.38	-0.8483394135	0.1907761078	0.3870623299	"10"	53337686	53345999	"Pln"	"protein_coding"	15.9866666666667	0.719476015902038	"FALSE"
"ENSMUSG00000038587"	145.23	79.29	39.43	82.34	80.14	98.94	33.55	164.33	245.84	-0.0109948098	0.9865088264	0.995227976	"10"	4266380	4359470	"Akap12"	"protein_coding"	107.676666666667	0.00589902471521955	"FALSE"
"ENSMUSG00000038593"	74.93	124.37	96.85	49.41	36.69	62.68	37.27	58.57	51.66	-0.9916804687	0.083288204	0.2213421117	"5"	122237848	122264460	"Tctn1"	"protein_coding"	65.8255555555556	1.07941650280052	"FALSE"
"ENSMUSG00000038594"	752.04	540.24	936.72	458.77	218.21	234.12	313.1	496.25	433.78	-1.2903833447	0.0076766398	0.0378981865	"10"	53278081	53379851	"Cep85l"	"protein_coding"	487.025555555556	2.11482883669449	"TRUE"
"ENSMUSG00000038604"	817.71	725.25	792.82	263.5	278.07	277.17	224.57	262.77	211.1	-1.5124586356	1.2272834203309e-07	3.134e-06	"8"	105605255	105622219	"Fam65a"	"protein_coding"	428.106666666667	6.91105513273172	"TRUE"
"ENSMUSG00000038605"	309.88	303.94	256.66	334.86	262.62	237.9	463.12	459.64	269.88	-0.0588699779	0.8646849415	0.9332220063	"2"	181595218	181599212	"Samd10"	"protein_coding"	322.055555555556	0.063142104202822	"FALSE"
"ENSMUSG00000038607"	10.18	12.44	3.46	12.55	6.76	12.84	6.52	8.14	7.13	0.3111040045	0.7727948354	0.8782372497	"4"	59035088	59041903	"Gng10"	"protein_coding"	8.89111111111111	0.111935788979696	"FALSE"
"ENSMUSG00000038608"	15629.02	13623.48	18651.44	8421.79	7295.45	4795.7	6323.41	9757.37	9735.45	-1.2236428585	2.11884102571856e-05	0.0002921704	"1"	80501073	80758527	"Dock10"	"protein_coding"	10470.3455555556	4.67390162669798	"TRUE"
"ENSMUSG00000038611"	1745.5	1663.49	1948.16	1434.35	1418.35	866.25	1433.16	1685.62	1695.02	-0.5270337253	0.0180555883	0.0727207989	"7"	141228784	141262750	"Phrf1"	"protein_coding"	1543.32222222222	1.7433883565154	"FALSE"
"ENSMUSG00000038612"	28701.31	24178.07	27573.83	22212.39	19762.21	17813.59	17350.69	28049.4	30276.09	-0.4282888709	0.5232874316	0.710368749	"3"	95658788	95663176	"Mcl1"	"protein_coding"	23990.8422222222	0.28125969608838	"FALSE"
"ENSMUSG00000038615"	2295.88	2146.99	2197.22	3448.24	2865.66	1336.76	5242.48	6255.16	7228.99	0.2042945877	0.493079451	0.6870000486	"11"	96817414	96829968	"Nfe2l1"	"protein_coding"	3668.59777777778	0.307083096238414	"FALSE"
"ENSMUSG00000038618"	166.5	348.24	162.58	210.17	46.34	235.63	373.66	114.71	220.01	-0.45843077	0.3381755434	0.5528716378	"7"	141215860	141218658	"Rassf7"	"protein_coding"	208.648888888889	0.470857803451705	"FALSE"
"ENSMUSG00000038619"	3361.5	2808.49	2776.96	4207.37	4480.97	3174.23	10633.12	7534.83	7980.75	0.4069491464	0.4392332091	0.6439720619	"3"	95624993	95632102	"Ensa"	"protein_coding"	5217.58	0.357304831618886	"FALSE"
"ENSMUSG00000038622"	1861.13	1727.23	1681.81	2177.01	2811.59	2695.41	1624.18	1154.39	1238.98	0.5440114348	0.5057391449	0.6961754936	"15"	52712445	52730431	"Med30"	"protein_coding"	1885.74777777778	0.296073430080882	"FALSE"
"ENSMUSG00000038623"	4234.71	3982.26	3858.27	1494.73	1900.14	1693.98	101.57	389.68	375.88	-1.2466910276	0.0006426449	0.0051555303	"7"	81859001	81884434	"Tm6sf1"	"protein_coding"	2003.46888888889	3.19202893464971	"TRUE"
"ENSMUSG00000038628"	1003.64	932.8	923.58	912.05	966.48	1460.61	786.47	709.39	726.82	0.2234930402	0.8015542853	0.8961377768	"2"	181864337	181870830	"Polr3k"	"protein_coding"	935.76	0.0960670597004987	"FALSE"
"ENSMUSG00000038633"	5842.38	5270.3	5944.8	3031.81	3978.9	3840.34	2656.65	2582.12	2678.36	-0.6527361865	1.06426348146618e-06	2.11867643261727e-05	"1"	182275772	182282804	"Degs1"	"protein_coding"	3980.62888888889	5.97295083972796	"FALSE"
"ENSMUSG00000038637"	98.05	142.25	166.73	109.79	150.62	147.27	141.64	348.19	271.67	0.0004125457	0.9992664924	0.9996977478	"7"	141194157	141210055	"Lrrc56"	"protein_coding"	175.134444444444	0.000318675192745411	"FALSE"
"ENSMUSG00000038642"	17310.7	18163.09	17166.1	23717.32	34972.98	34904.42	20431.33	17982.07	20708.09	0.8302696091	0.2397205588	0.4465038852	"3"	95526786	95556403	"Ctss"	"protein_coding"	22817.3444444444	0.620294718613323	"FALSE"
"ENSMUSG00000038644"	2056.3	2478.91	1953	2774.59	2395.45	1244.62	2309.08	2873.36	2820.88	-0.0164755921	0.979157592	0.9939261831	"7"	44532746	44548849	"Pold1"	"protein_coding"	2322.91	0.00914740438889548	"FALSE"
"ENSMUSG00000038646"	972.19	894.71	841.25	974.01	1090.07	1229.51	1318.54	1199.13	1264.81	0.2823770235	0.7345081413	0.8560439837	"7"	81762925	81769491	"Fam103a1"	"protein_coding"	1087.13555555556	0.134003386120055	"FALSE"
"ENSMUSG00000038648"	386.66	290.72	491.88	392.11	407.45	601.92	127.66	161.08	100.65	0.2613817763	0.520141627	0.7080178737	"6"	37327255	37442146	"Creb3l2"	"protein_coding"	328.903333333333	0.283878388192152	"FALSE"
"ENSMUSG00000038650"	6271.59	6552.89	5385.81	5817.38	6446.76	5822.82	10757.99	4754.22	4374.27	-0.0098034326	0.9791425678	0.9939261831	"7"	141160326	141172857	"Rnh1"	"protein_coding"	6242.63666666667	0.00915406825717173	"FALSE"
"ENSMUSG00000038658"	1015.66	519.26	803.89	920.68	924	749.94	2201.92	2930.3	2961.61	0.1498715486	0.7301498007	0.8538860876	"19"	29522282	29606829	"Ric1"	"protein_coding"	1447.47333333333	0.136588028998466	"FALSE"
"ENSMUSG00000038663"	18.5	2.33	0	3.92	20.28	40.78	41.93	16.27	0	1.6497707202	0.3975974607	0.6076088356	"7"	81533308	81566944	"Fsd2"	"protein_coding"	16.0011111111111	0.400556397935437	"FALSE"
"ENSMUSG00000038664"	1943.45	1532.89	2065.77	1108.11	912.41	834.53	984.01	1740.94	2176.89	-0.9568952807	0.0003902255	0.0034279048	"9"	66350450	66508775	"Herc1"	"protein_coding"	1477.66666666667	3.40868435424586	"FALSE"
"ENSMUSG00000038668"	325.6	293.83	416.48	31.37	26.07	33.23	6.52	31.73	26.72	-3.511915181	1.48991366377355e-13	1.1641973321089e-11	"4"	58435255	58553898	"Lpar1"	"protein_coding"	132.394444444444	12.8268388969791	"TRUE"
"ENSMUSG00000038670"	0	0	0	27.45	0	13.59	0	8.14	38.3	6.553906016	0.0186945336	0.0745458821	"7"	44501699	44524656	"Mybpc2"	"protein_coding"	9.72	1.72828536535721	"FALSE"
"ENSMUSG00000038671"	1342.19	1319.13	1277.1	1681.38	2052.69	1605.62	5345.91	3004.33	3128.17	0.4391038044	0.3847513826	0.5965365071	"2"	181357690	181365404	"Arfrp1"	"protein_coding"	2306.28	0.414819810861079	"FALSE"
"ENSMUSG00000038677"	4.63	24.1	10.38	252.52	356.28	246.96	642.96	876.16	849.74	4.4419152565	5.7926100224509e-14	4.89276206066369e-12	"17"	28142316	28174852	"Scube3"	"protein_coding"	362.636666666667	13.237125708649	"TRUE"
"ENSMUSG00000038679"	1036.94	861.28	1109.68	1803.72	2323.04	1792.91	849.83	1766.15	1934.62	0.9766620271	0.0112047336	0.0507411238	"15"	50654752	50890463	"Trps1"	"protein_coding"	1497.57444444444	1.95059846464658	"FALSE"
"ENSMUSG00000038683"	2812.04	2839.59	2570.11	2473.45	2614.62	2951.44	2029.53	1948.38	2279.32	-0.032221325	0.863892357	0.9328737258	"13"	41001023	41013019	"Pak1ip1"	"protein_coding"	2502.05333333333	0.0635403682540891	"FALSE"
"ENSMUSG00000038685"	482.86	499.82	650.31	523.08	471.17	342.87	229.23	406.76	351.83	-0.2888324153	0.4517878003	0.6543739962	"2"	181319739	181356616	"Rtel1"	"protein_coding"	439.77	0.345065500582378	"FALSE"
"ENSMUSG00000038690"	1442.1	1878.03	1615.4	3013.78	3345.52	6075.06	4736.5	1895.5	1902.55	1.3330587444	0.091513558	0.2361760713	"5"	145183698	145192062	"Atp5j2"	"protein_coding"	2878.27111111111	1.03851455917519	"FALSE"
"ENSMUSG00000038692"	12.03	10.11	6.92	9.41	7.72	28.7	19.57	16.27	5.34	0.6776341907	0.3200696716	0.5339392441	"11"	96318267	96321638	"Hoxb4"	"protein_coding"	12.8966666666667	0.494755475748964	"FALSE"
"ENSMUSG00000038695"	869.51	939.79	812.89	1291.62	1900.14	1603.35	1994.12	1321.97	1314.69	0.870667026	0.0025934921	0.0160320074	"7"	44467980	44471662	"Josd2"	"protein_coding"	1338.67555555556	2.58611507056673	"FALSE"
"ENSMUSG00000038696"	1942.53	2001.62	1713.64	2439.72	2330.76	1415.3	4526.83	4192.89	4320.83	0.1286095522	0.5921427503	0.7631501236	"2"	34406771	34624950	"Mapkap1"	"protein_coding"	2764.90222222222	0.227573583489574	"FALSE"
"ENSMUSG00000038697"	1489.27	1390.64	1019.05	1432	1020.55	836.04	852.63	1167.4	993.14	-0.2451059645	0.2549043361	0.4644196283	"8"	123996318	124021397	"Taf5l"	"protein_coding"	1133.41333333333	0.593622776816782	"FALSE"
"ENSMUSG00000038702"	10.18	20.99	44.97	48.62	23.17	18.88	69.89	35.79	41.86	0.2477539476	0.7743996845	0.8795895372	"1"	111858702	111864918	"Dsel"	"protein_coding"	34.9277777777778	0.111034832636565	"FALSE"
"ENSMUSG00000038705"	581.83	545.69	460.06	512.88	440.28	330.79	404.41	663.02	491.67	-0.3060063942	0.2191157977	0.4230439467	"2"	181251449	181288035	"Gmeb2"	"protein_coding"	492.292222222222	0.659326309766517	"FALSE"
"ENSMUSG00000038708"	1949	1771.53	1750.99	1935.47	1501.38	1406.24	1945.66	2374.67	2613.34	-0.1756782878	0.269949021	0.4812806721	"9"	118506267	118582519	"Golga4"	"protein_coding"	1916.47555555556	0.568718243206885	"FALSE"
"ENSMUSG00000038712"	289.53	308.6	423.39	442.3	347.59	413.87	213.39	292.87	174.58	0.2363651497	0.4368247455	0.6415880362	"3"	95281345	95296166	"Fam63a"	"protein_coding"	322.902222222222	0.359692767442285	"FALSE"
"ENSMUSG00000038717"	348.73	404.99	303.71	343.49	475.03	811.87	663.46	381.54	342.92	0.6248135229	0.3438568744	0.5578883249	"9"	44912557	44920742	"Atp5l"	"protein_coding"	452.86	0.463622288803003	"FALSE"
"ENSMUSG00000038718"	160.03	129.04	157.73	196.84	105.24	148.78	257.19	250.56	347.38	0.0168327271	0.9490491673	0.98015013	"2"	34171457	34373142	"Pbx3"	"protein_coding"	194.754444444444	0.0227112875369309	"FALSE"
"ENSMUSG00000038722"	1064.69	1275.6	1407.85	1413.17	1912.69	2610.07	2027.66	1295.13	1490.16	0.6630673084	0.0037562181	0.0215837985	"5"	145140362	145148078	"Bud31"	"protein_coding"	1610.78	2.42524919892015	"FALSE"
"ENSMUSG00000038729"	0	0.78	0	14.12	5.79	3.02	18.64	15.46	22.27	4.7547660843	0.0004917181	0.0041216211	"4"	57717657	57896984	"Akap2"	"protein_coding"	8.89777777777778	3.30828380516226	"TRUE"
"ENSMUSG00000038732"	52.73	71.51	89.24	130.18	51.17	116.31	32.61	44.74	73.04	0.4798881355	0.2791248272	0.4903900016	"13"	30136498	30246717	"Mboat1"	"protein_coding"	73.5033333333333	0.55420153278252	"FALSE"
"ENSMUSG00000038733"	1697.4	1477.7	1281.94	1422.58	1901.1	2272.48	2023.94	1375.66	1695.91	0.3284348047	0.4547532534	0.6565592719	"1"	181173228	181211552	"Wdr26"	"protein_coding"	1683.19	0.3422241852197	"FALSE"
"ENSMUSG00000038736"	565.18	293.05	397.1	450.93	177.66	612.49	168.66	397	395.47	-0.0149230864	0.9717721407	0.990622602	"15"	44375227	44428307	"Nudcd1"	"protein_coding"	384.171111111111	0.0124355556884174	"FALSE"
"ENSMUSG00000038738"	12.03	17.1	10.38	10.19	10.62	28.7	3.73	14.64	12.47	0.3336551193	0.632302502	0.7901603533	"7"	44310253	44360572	"Shank1"	"protein_coding"	13.3177777777778	0.199075099694541	"FALSE"
"ENSMUSG00000038740"	591.08	816.2	477.36	199.19	241.38	230.34	115.55	116.33	122.92	-1.4904026567	1.6326702474416e-07	4.01679237881771e-06	"2"	33729953	33887946	"Mvb12b"	"protein_coding"	323.372222222222	6.78710152143459	"TRUE"
"ENSMUSG00000038742"	21.28	26.43	26.29	29.8	30.9	27.19	17.7	14.64	6.23	0.2444873861	0.6293205875	0.7883454763	"9"	20873808	20879727	"Angptl6"	"protein_coding"	22.2733333333333	0.2011280605751	"FALSE"
"ENSMUSG00000038745"	23.13	27.98	79.56	2.35	2.9	0.76	0	0	0	-4.4602333773	0.0012192332	0.0087834471	"7"	140920902	140929192	"Nlrp6"	"protein_coding"	15.1866666666667	2.91391321990499	"TRUE"
"ENSMUSG00000038751"	25.9	25.65	17.99	130.97	222.07	243.18	42.86	920.09	749.09	3.1011106517	0.0006619218	0.0052805233	"2"	181193721	181202789	"Ptk6"	"protein_coding"	264.2	3.17919331544632	"TRUE"
"ENSMUSG00000038759"	1474.47	985.65	1560.05	774.03	241.38	320.22	473.37	752.51	557.58	-1.588993429	3.85982398584632e-05	0.0004949447	"6"	35177421	35247596	"Nup205"	"protein_coding"	793.251111111111	4.41343249940042	"TRUE"
"ENSMUSG00000038762"	2802.79	3330.08	3023.94	2616.96	2998.9	2071.59	2400.4	2089.12	1426.03	-0.2524179173	0.5197983905	0.7078250984	"17"	35956819	35969761	"Abcf1"	"protein_coding"	2528.86777777778	0.284165069579236	"FALSE"
